"09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99",
"09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","09:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99",
"10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","10:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99",
"11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","11:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99",
"12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","12:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99",
"13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","13:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99",
"14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","14:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99",
"15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","15:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99",
"16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","16:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","17:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99",
"19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99",
"19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99",
"19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99",
"19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","19:99","21:99","21:99","21:99","21:99","21:99","21:99","21:99","21:99","21:99","21:99","21:99","21:99","21:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99",
"21:99","21:99","21:99","21:99","21:99","21:99","21:99","21:99","21:99","21:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99",
"22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","22:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99",
"23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","23:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99",
"24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","24:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99",
"25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","25:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","26:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99",
"29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99",
"29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99",
"29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99",
"29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99",
"29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99",
"29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","29:99","32:99","32:99","32:99","32:99","32:99","32:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99","33:99",
